ID,Locator,Filename/URL,Longitude,Latitude,Dip Angle,Slip(m),Strike Angle,Depth (km),Length(km),Width(km),Rake(deg)
375,mag_9,na,25,33.5,47,6.46,291,5,741.31,185.33,99
376,mag_9.25,na,25,33.5,47,7.76,291,5,1041.12,260.28,99
377,mag_9.5,na,25,33.5,47,9.33,291,5,1462.18,365.54,99
378,mag_6.5,na,24.5,33.5,29,0.54,305,5,24.83,11.75,105
379,mag_6.75,na,24.5,33.5,29,0.76,305,5,34.87,14.13,105
380,mag_7,na,24.5,33.5,29,1.07,305,5,48.98,16.98,105
381,mag_7.25,na,24.5,33.5,29,1.5,305,5,68.79,20.42,105
382,mag_7.5,na,24.5,33.5,29,2.1,305,5,96.61,24.55,105
383,mag_7.75,na,24.5,33.5,29,2.57,305,5,135.68,33.92,105
384,mag_8,na,24.5,33.5,29,3.09,305,5,190.55,47.64,105
385,mag_8.25,na,24.5,33.5,29,3.72,305,5,267.61,66.9,105
386,mag_8.5,na,24.5,33.5,29,4.47,305,5,375.84,93.96,105
387,mag_8.75,na,24.5,33.5,29,5.37,305,5,527.84,131.96,105
388,mag_9,na,24.5,33.5,29,6.46,305,5,741.31,185.33,105
389,mag_9.25,na,24.5,33.5,29,7.76,305,5,1041.12,260.28,105
390,mag_9.5,na,24.5,33.5,29,9.33,305,5,1462.18,365.54,105
391,mag_6.5,na,33,33.5,35,0.54,305,5,24.83,11.75,110
392,mag_6.75,na,33,33.5,35,0.76,305,5,34.87,14.13,110
393,mag_7,na,33,33.5,35,1.07,305,5,48.98,16.98,110
394,mag_7.25,na,33,33.5,35,1.5,305,5,68.79,20.42,110
395,mag_7.5,na,33,33.5,35,2.1,305,5,96.61,24.55,110
396,mag_7.75,na,33,33.5,35,2.57,305,5,135.68,33.92,110
397,mag_8,na,33,33.5,35,3.09,305,5,190.55,47.64,110
398,mag_8.25,na,33,33.5,35,3.72,305,5,267.61,66.9,110
399,mag_8.5,na,33,33.5,35,4.47,305,5,375.84,93.96,110
400,mag_8.75,na,33,33.5,35,5.37,305,5,527.84,131.96,110
401,mag_9,na,33,33.5,35,6.46,305,5,741.31,185.33,110
402,mag_9.25,na,33,33.5,35,7.76,305,5,1041.12,260.28,110
403,mag_9.5,na,33,33.5,35,9.33,305,5,1462.18,365.54,110
404,mag_6.5,na,27,33.5,25,0.54,303,5,24.83,11.75,90
405,mag_6.75,na,27,33.5,25,0.76,303,5,34.87,14.13,90
406,mag_7,na,27,33.5,25,1.07,303,5,48.98,16.98,90
407,mag_7.25,na,27,33.5,25,1.5,303,5,68.79,20.42,90
408,mag_7.5,na,27,33.5,25,2.1,303,5,96.61,24.55,90
409,mag_7.75,na,27,33.5,25,2.57,303,5,135.68,33.92,90
410,mag_8,na,27,33.5,25,3.09,303,5,190.55,47.64,90
411,mag_8.25,na,27,33.5,25,3.72,303,5,267.61,66.9,90
412,mag_8.5,na,27,33.5,25,4.47,303,5,375.84,93.96,90
413,mag_8.75,na,27,33.5,25,5.37,303,5,527.84,131.96,90
414,mag_9,na,27,33.5,25,6.46,303,5,741.31,185.33,90
415,mag_9.25,na,27,33.5,25,7.76,303,5,1041.12,260.28,90
416,mag_9.5,na,27,33.5,25,9.33,303,5,1462.18,365.54,90
417,mag_6.5,na,30,34,27,0.54,294,5,24.83,11.75,99
418,mag_6.75,na,30,34,27,0.76,294,5,34.87,14.13,99
419,mag_7,na,30,34,27,1.07,294,5,48.98,16.98,99
420,mag_7.25,na,30,34,27,1.5,294,5,68.79,20.42,99
421,mag_7.5,na,30,34,27,2.1,294,5,96.61,24.55,99
422,mag_7.75,na,30,34,27,2.57,294,5,135.68,33.92,99
423,mag_8,na,30,34,27,3.09,294,5,190.55,47.64,99
424,mag_8.25,na,30,34,27,3.72,294,5,267.61,66.9,99
425,mag_8.5,na,30,34,27,4.47,294,5,375.84,93.96,99
426,mag_8.75,na,30,34,27,5.37,294,5,527.84,131.96,99
427,mag_9,na,30,34,27,6.46,294,5,741.31,185.33,99
428,mag_9.25,na,30,34,27,7.76,294,5,1041.12,260.28,99
429,mag_9.5,na,30,34,27,9.33,294,5,1462.18,365.54,99
430,mag_6.5,na,31.5,34,35,0.54,305,5,24.83,11.75,110
431,mag_6.75,na,31.5,34,35,0.76,305,5,34.87,14.13,110
432,mag_7,na,31.5,34,35,1.07,305,5,48.98,16.98,110
433,mag_7.25,na,31.5,34,35,1.5,305,5,68.79,20.42,110
434,mag_7.5,na,31.5,34,35,2.1,305,5,96.61,24.55,110
435,mag_7.75,na,31.5,34,35,2.57,305,5,135.68,33.92,110
436,mag_8,na,31.5,34,35,3.09,305,5,190.55,47.64,110
437,mag_8.25,na,31.5,34,35,3.72,305,5,267.61,66.9,110
438,mag_8.5,na,31.5,34,35,4.47,305,5,375.84,93.96,110
439,mag_8.75,na,31.5,34,35,5.37,305,5,527.84,131.96,110
440,mag_9,na,31.5,34,35,6.46,305,5,741.31,185.33,110
441,mag_9.25,na,31.5,34,35,7.76,305,5,1041.12,260.28,110
442,mag_9.5,na,31.5,34,35,9.33,305,5,1462.18,365.54,110
443,mag_6.5,na,32,34,35,0.54,305,5,24.83,11.75,110
444,mag_6.75,na,32,34,35,0.76,305,5,34.87,14.13,110
445,mag_7,na,32,34,35,1.07,305,5,48.98,16.98,110
446,mag_7.25,na,32,34,35,1.5,305,5,68.79,20.42,110
447,mag_7.5,na,32,34,35,2.1,305,5,96.61,24.55,110
448,mag_7.75,na,32,34,35,2.57,305,5,135.68,33.92,110
449,mag_8,na,32,34,35,3.09,305,5,190.55,47.64,110
450,mag_8.25,na,32,34,35,3.72,305,5,267.61,66.9,110
451,mag_8.5,na,32,34,35,4.47,305,5,375.84,93.96,110
452,mag_8.75,na,32,34,35,5.37,305,5,527.84,131.96,110
453,mag_9,na,32,34,35,6.46,305,5,741.31,185.33,110
454,mag_9.25,na,32,34,35,7.76,305,5,1041.12,260.28,110
455,mag_9.5,na,32,34,35,9.33,305,5,1462.18,365.54,110
456,mag_6.5,na,32.5,34,35,0.54,305,5,24.83,11.75,110
457,mag_6.75,na,32.5,34,35,0.76,305,5,34.87,14.13,110
458,mag_7,na,32.5,34,35,1.07,305,5,48.98,16.98,110
459,mag_7.25,na,32.5,34,35,1.5,305,5,68.79,20.42,110
460,mag_7.5,na,32.5,34,35,2.1,305,5,96.61,24.55,110
461,mag_7.75,na,32.5,34,35,2.57,305,5,135.68,33.92,110
462,mag_8,na,32.5,34,35,3.09,305,5,190.55,47.64,110
463,mag_8.25,na,32.5,34,35,3.72,305,5,267.61,66.9,110
464,mag_8.5,na,32.5,34,35,4.47,305,5,375.84,93.96,110
465,mag_8.75,na,32.5,34,35,5.37,305,5,527.84,131.96,110
466,mag_9,na,32.5,34,35,6.46,305,5,741.31,185.33,110
467,mag_9.25,na,32.5,34,35,7.76,305,5,1041.12,260.28,110
468,mag_9.5,na,32.5,34,35,9.33,305,5,1462.18,365.54,110
469,mag_6.5,na,33,34,35,0.54,305,5,24.83,11.75,110
470,mag_6.75,na,33,34,35,0.76,305,5,34.87,14.13,110
471,mag_7,na,33,34,35,1.07,305,5,48.98,16.98,110
472,mag_7.25,na,33,34,35,1.5,305,5,68.79,20.42,110
473,mag_7.5,na,33,34,35,2.1,305,5,96.61,24.55,110
474,mag_7.75,na,33,34,35,2.57,305,5,135.68,33.92,110
475,mag_8,na,33,34,35,3.09,305,5,190.55,47.64,110
476,mag_8.25,na,33,34,35,3.72,305,5,267.61,66.9,110
477,mag_8.5,na,33,34,35,4.47,305,5,375.84,93.96,110
478,mag_8.75,na,33,34,35,5.37,305,5,527.84,131.96,110
479,mag_9,na,33,34,35,6.46,305,5,741.31,185.33,110
480,mag_9.25,na,33,34,35,7.76,305,5,1041.12,260.28,110
481,mag_9.5,na,33,34,35,9.33,305,5,1462.18,365.54,110
482,mag_6.5,na,33.5,34,35,0.54,305,5,24.83,11.75,110
483,mag_6.75,na,33.5,34,35,0.76,305,5,34.87,14.13,110
484,mag_7,na,33.5,34,35,1.07,305,5,48.98,16.98,110
485,mag_7.25,na,33.5,34,35,1.5,305,5,68.79,20.42,110
486,mag_7.5,na,33.5,34,35,2.1,305,5,96.61,24.55,110
487,mag_7.75,na,33.5,34,35,2.57,305,5,135.68,33.92,110
488,mag_8,na,33.5,34,35,3.09,305,5,190.55,47.64,110
489,mag_8.25,na,33.5,34,35,3.72,305,5,267.61,66.9,110
490,mag_8.5,na,33.5,34,35,4.47,305,5,375.84,93.96,110
491,mag_8.75,na,33.5,34,35,5.37,305,5,527.84,131.96,110
492,mag_9,na,33.5,34,35,6.46,305,5,741.31,185.33,110
493,mag_9.25,na,33.5,34,35,7.76,305,5,1041.12,260.28,110
494,mag_9.5,na,33.5,34,35,9.33,305,5,1462.18,365.54,110
495,mag_6.5,na,34.5,34,35,0.54,305,5,24.83,11.75,110
496,mag_6.75,na,34.5,34,35,0.76,305,5,34.87,14.13,110
497,mag_7,na,34.5,34,35,1.07,305,5,48.98,16.98,110
498,mag_7.25,na,34.5,34,35,1.5,305,5,68.79,20.42,110
499,mag_7.5,na,34.5,34,35,2.1,305,5,96.61,24.55,110
500,mag_7.75,na,34.5,34,35,2.57,305,5,135.68,33.92,110
501,mag_8,na,34.5,34,35,3.09,305,5,190.55,47.64,110
502,mag_8.25,na,34.5,34,35,3.72,305,5,267.61,66.9,110
503,mag_8.5,na,34.5,34,35,4.47,305,5,375.84,93.96,110
504,mag_8.75,na,34.5,34,35,5.37,305,5,527.84,131.96,110
505,mag_9,na,34.5,34,35,6.46,305,5,741.31,185.33,110
506,mag_9.25,na,34.5,34,35,7.76,305,5,1041.12,260.28,110
507,mag_9.5,na,34.5,34,35,9.33,305,5,1462.18,365.54,110
508,mag_6.5,na,29,34,25,0.54,303,5,24.83,11.75,90
509,mag_6.75,na,29,34,25,0.76,303,5,34.87,14.13,90
510,mag_7,na,29,34,25,1.07,303,5,48.98,16.98,90
511,mag_7.25,na,29,34,25,1.5,303,5,68.79,20.42,90
512,mag_7.5,na,29,34,25,2.1,303,5,96.61,24.55,90
513,mag_7.75,na,29,34,25,2.57,303,5,135.68,33.92,90
514,mag_8,na,29,34,25,3.09,303,5,190.55,47.64,90
515,mag_8.25,na,29,34,25,3.72,303,5,267.61,66.9,90
516,mag_8.5,na,29,34,25,4.47,303,5,375.84,93.96,90
517,mag_8.75,na,29,34,25,5.37,303,5,527.84,131.96,90
518,mag_9,na,29,34,25,6.46,303,5,741.31,185.33,90
519,mag_9.25,na,29,34,25,7.76,303,5,1041.12,260.28,90
520,mag_9.5,na,29,34,25,9.33,303,5,1462.18,365.54,90
521,mag_6.5,na,35,34,35,0.54,305,5,24.83,11.75,110
522,mag_6.75,na,35,34,35,0.76,305,5,34.87,14.13,110
523,mag_7,na,35,34,35,1.07,305,5,48.98,16.98,110
524,mag_7.25,na,35,34,35,1.5,305,5,68.79,20.42,110
525,mag_7.5,na,35,34,35,2.1,305,5,96.61,24.55,110
526,mag_7.75,na,35,34,35,2.57,305,5,135.68,33.92,110
527,mag_8,na,35,34,35,3.09,305,5,190.55,47.64,110
528,mag_8.25,na,35,34,35,3.72,305,5,267.61,66.9,110
529,mag_8.5,na,35,34,35,4.47,305,5,375.84,93.96,110
530,mag_8.75,na,35,34,35,5.37,305,5,527.84,131.96,110
531,mag_9,na,35,34,35,6.46,305,5,741.31,185.33,110
532,mag_9.25,na,35,34,35,7.76,305,5,1041.12,260.28,110
533,mag_9.5,na,35,34,35,9.33,305,5,1462.18,365.54,110
534,mag_6.5,na,34,34,35,0.54,305,5,24.83,11.75,110
535,mag_6.75,na,34,34,35,0.76,305,5,34.87,14.13,110
536,mag_7,na,34,34,35,1.07,305,5,48.98,16.98,110
537,mag_7.25,na,34,34,35,1.5,305,5,68.79,20.42,110
538,mag_7.5,na,34,34,35,2.1,305,5,96.61,24.55,110
539,mag_7.75,na,34,34,35,2.57,305,5,135.68,33.92,110
540,mag_8,na,34,34,35,3.09,305,5,190.55,47.64,110
541,mag_8.25,na,34,34,35,3.72,305,5,267.61,66.9,110
542,mag_8.5,na,34,34,35,4.47,305,5,375.84,93.96,110
543,mag_8.75,na,34,34,35,5.37,305,5,527.84,131.96,110
544,mag_9,na,34,34,35,6.46,305,5,741.31,185.33,110
545,mag_9.25,na,34,34,35,7.76,305,5,1041.12,260.28,110
546,mag_9.5,na,34,34,35,9.33,305,5,1462.18,365.54,110
547,mag_6.5,na,25,34,47,0.54,291,5,24.83,11.75,99
548,mag_6.75,na,25,34,47,0.76,291,5,34.87,14.13,99
549,mag_7,na,25,34,47,1.07,291,5,48.98,16.98,99
550,mag_7.25,na,25,34,47,1.5,291,5,68.79,20.42,99
551,mag_7.5,na,25,34,47,2.1,291,5,96.61,24.55,99
552,mag_7.75,na,25,34,47,2.57,291,5,135.68,33.92,99
553,mag_8,na,25,34,47,3.09,291,5,190.55,47.64,99
554,mag_8.25,na,25,34,47,3.72,291,5,267.61,66.9,99
555,mag_8.5,na,25,34,47,4.47,291,5,375.84,93.96,99
556,mag_8.75,na,25,34,47,5.37,291,5,527.84,131.96,99
557,mag_9,na,25,34,47,6.46,291,5,741.31,185.33,99
558,mag_9.25,na,25,34,47,7.76,291,5,1041.12,260.28,99
559,mag_9.5,na,25,34,47,9.33,291,5,1462.18,365.54,99
560,mag_6.5,na,30.5,34,27,0.54,294,5,24.83,11.75,99
561,mag_6.75,na,30.5,34,27,0.76,294,5,34.87,14.13,99
562,mag_7,na,30.5,34,27,1.07,294,5,48.98,16.98,99
563,mag_7.25,na,30.5,34,27,1.5,294,5,68.79,20.42,99
564,mag_7.5,na,30.5,34,27,2.1,294,5,96.61,24.55,99
565,mag_7.75,na,30.5,34,27,2.57,294,5,135.68,33.92,99
566,mag_8,na,30.5,34,27,3.09,294,5,190.55,47.64,99
567,mag_8.25,na,30.5,34,27,3.72,294,5,267.61,66.9,99
568,mag_8.5,na,30.5,34,27,4.47,294,5,375.84,93.96,99
569,mag_8.75,na,30.5,34,27,5.37,294,5,527.84,131.96,99
570,mag_9,na,30.5,34,27,6.46,294,5,741.31,185.33,99
571,mag_9.25,na,30.5,34,27,7.76,294,5,1041.12,260.28,99
572,mag_9.5,na,30.5,34,27,9.33,294,5,1462.18,365.54,99
573,mag_6.5,na,28.5,34,25,0.54,303,5,24.83,11.75,90
574,mag_6.75,na,28.5,34,25,0.76,303,5,34.87,14.13,90
575,mag_7,na,28.5,34,25,1.07,303,5,48.98,16.98,90
576,mag_7.25,na,28.5,34,25,1.5,303,5,68.79,20.42,90
577,mag_7.5,na,28.5,34,25,2.1,303,5,96.61,24.55,90
578,mag_7.75,na,28.5,34,25,2.57,303,5,135.68,33.92,90
579,mag_8,na,28.5,34,25,3.09,303,5,190.55,47.64,90
580,mag_8.25,na,28.5,34,25,3.72,303,5,267.61,66.9,90
581,mag_8.5,na,28.5,34,25,4.47,303,5,375.84,93.96,90
582,mag_8.75,na,28.5,34,25,5.37,303,5,527.84,131.96,90
583,mag_9,na,28.5,34,25,6.46,303,5,741.31,185.33,90
584,mag_9.25,na,28.5,34,25,7.76,303,5,1041.12,260.28,90
585,mag_9.5,na,28.5,34,25,9.33,303,5,1462.18,365.54,90
586,mag_6.5,na,24.5,34,29,0.54,305,5,24.83,11.75,105
587,mag_6.75,na,24.5,34,29,0.76,305,5,34.87,14.13,105
588,mag_7,na,24.5,34,29,1.07,305,5,48.98,16.98,105
589,mag_7.25,na,24.5,34,29,1.5,305,5,68.79,20.42,105
590,mag_7.5,na,24.5,34,29,2.1,305,5,96.61,24.55,105
591,mag_7.75,na,24.5,34,29,2.57,305,5,135.68,33.92,105
592,mag_8,na,24.5,34,29,3.09,305,5,190.55,47.64,105
593,mag_8.25,na,24.5,34,29,3.72,305,5,267.61,66.9,105
594,mag_8.5,na,24.5,34,29,4.47,305,5,375.84,93.96,105
595,mag_8.75,na,24.5,34,29,5.37,305,5,527.84,131.96,105
596,mag_9,na,24.5,34,29,6.46,305,5,741.31,185.33,105
597,mag_9.25,na,24.5,34,29,7.76,305,5,1041.12,260.28,105
598,mag_9.5,na,24.5,34,29,9.33,305,5,1462.18,365.54,105
599,mag_6.5,na,23.5,34,29,0.54,305,5,24.83,11.75,105
600,mag_6.75,na,23.5,34,29,0.76,305,5,34.87,14.13,105
601,mag_7,na,23.5,34,29,1.07,305,5,48.98,16.98,105
602,mag_7.25,na,23.5,34,29,1.5,305,5,68.79,20.42,105
603,mag_7.5,na,23.5,34,29,2.1,305,5,96.61,24.55,105
604,mag_7.75,na,23.5,34,29,2.57,305,5,135.68,33.92,105
605,mag_8,na,23.5,34,29,3.09,305,5,190.55,47.64,105
606,mag_8.25,na,23.5,34,29,3.72,305,5,267.61,66.9,105
607,mag_8.5,na,23.5,34,29,4.47,305,5,375.84,93.96,105
608,mag_8.75,na,23.5,34,29,5.37,305,5,527.84,131.96,105
609,mag_9,na,23.5,34,29,6.46,305,5,741.31,185.33,105
610,mag_9.25,na,23.5,34,29,7.76,305,5,1041.12,260.28,105
611,mag_9.5,na,23.5,34,29,9.33,305,5,1462.18,365.54,105
612,mag_6.5,na,25.5,34,47,0.54,291,5,24.83,11.75,99
613,mag_6.75,na,25.5,34,47,0.76,291,5,34.87,14.13,99
614,mag_7,na,25.5,34,47,1.07,291,5,48.98,16.98,99
615,mag_7.25,na,25.5,34,47,1.5,291,5,68.79,20.42,99
616,mag_7.5,na,25.5,34,47,2.1,291,5,96.61,24.55,99
617,mag_7.75,na,25.5,34,47,2.57,291,5,135.68,33.92,99
618,mag_8,na,25.5,34,47,3.09,291,5,190.55,47.64,99
619,mag_8.25,na,25.5,34,47,3.72,291,5,267.61,66.9,99
620,mag_8.5,na,25.5,34,47,4.47,291,5,375.84,93.96,99
621,mag_8.75,na,25.5,34,47,5.37,291,5,527.84,131.96,99
622,mag_9,na,25.5,34,47,6.46,291,5,741.31,185.33,99
623,mag_9.25,na,25.5,34,47,7.76,291,5,1041.12,260.28,99
624,mag_9.5,na,25.5,34,47,9.33,291,5,1462.18,365.54,99
625,mag_6.5,na,26,34,47,0.54,291,5,24.83,11.75,99
626,mag_6.75,na,26,34,47,0.76,291,5,34.87,14.13,99
627,mag_7,na,26,34,47,1.07,291,5,48.98,16.98,99
628,mag_7.25,na,26,34,47,1.5,291,5,68.79,20.42,99
629,mag_7.5,na,26,34,47,2.1,291,5,96.61,24.55,99
630,mag_7.75,na,26,34,47,2.57,291,5,135.68,33.92,99
631,mag_8,na,26,34,47,3.09,291,5,190.55,47.64,99
632,mag_8.25,na,26,34,47,3.72,291,5,267.61,66.9,99
633,mag_8.5,na,26,34,47,4.47,291,5,375.84,93.96,99
634,mag_8.75,na,26,34,47,5.37,291,5,527.84,131.96,99
635,mag_9,na,26,34,47,6.46,291,5,741.31,185.33,99
636,mag_9.25,na,26,34,47,7.76,291,5,1041.12,260.28,99
637,mag_9.5,na,26,34,47,9.33,291,5,1462.18,365.54,99
638,mag_6.5,na,26.5,34,47,0.54,291,5,24.83,11.75,99
639,mag_6.75,na,26.5,34,47,0.76,291,5,34.87,14.13,99
640,mag_7,na,26.5,34,47,1.07,291,5,48.98,16.98,99
641,mag_7.25,na,26.5,34,47,1.5,291,5,68.79,20.42,99
642,mag_7.5,na,26.5,34,47,2.1,291,5,96.61,24.55,99
643,mag_7.75,na,26.5,34,47,2.57,291,5,135.68,33.92,99
644,mag_8,na,26.5,34,47,3.09,291,5,190.55,47.64,99
645,mag_8.25,na,26.5,34,47,3.72,291,5,267.61,66.9,99
646,mag_8.5,na,26.5,34,47,4.47,291,5,375.84,93.96,99
647,mag_8.75,na,26.5,34,47,5.37,291,5,527.84,131.96,99
648,mag_9,na,26.5,34,47,6.46,291,5,741.31,185.33,99
649,mag_9.25,na,26.5,34,47,7.76,291,5,1041.12,260.28,99
650,mag_9.5,na,26.5,34,47,9.33,291,5,1462.18,365.54,99
651,mag_6.5,na,27,34,25,0.54,303,5,24.83,11.75,90
652,mag_6.75,na,27,34,25,0.76,303,5,34.87,14.13,90
653,mag_7,na,27,34,25,1.07,303,5,48.98,16.98,90
654,mag_7.25,na,27,34,25,1.5,303,5,68.79,20.42,90
655,mag_7.5,na,27,34,25,2.1,303,5,96.61,24.55,90
656,mag_7.75,na,27,34,25,2.57,303,5,135.68,33.92,90
657,mag_8,na,27,34,25,3.09,303,5,190.55,47.64,90
658,mag_8.25,na,27,34,25,3.72,303,5,267.61,66.9,90
659,mag_8.5,na,27,34,25,4.47,303,5,375.84,93.96,90
660,mag_8.75,na,27,34,25,5.37,303,5,527.84,131.96,90
661,mag_9,na,27,34,25,6.46,303,5,741.31,185.33,90
662,mag_9.25,na,27,34,25,7.76,303,5,1041.12,260.28,90
663,mag_9.5,na,27,34,25,9.33,303,5,1462.18,365.54,90
664,mag_6.5,na,27.5,34,25,0.54,303,5,24.83,11.75,90
665,mag_6.75,na,27.5,34,25,0.76,303,5,34.87,14.13,90
666,mag_7,na,27.5,34,25,1.07,303,5,48.98,16.98,90
667,mag_7.25,na,27.5,34,25,1.5,303,5,68.79,20.42,90
668,mag_7.5,na,27.5,34,25,2.1,303,5,96.61,24.55,90
669,mag_7.75,na,27.5,34,25,2.57,303,5,135.68,33.92,90
670,mag_8,na,27.5,34,25,3.09,303,5,190.55,47.64,90
671,mag_8.25,na,27.5,34,25,3.72,303,5,267.61,66.9,90
672,mag_8.5,na,27.5,34,25,4.47,303,5,375.84,93.96,90
673,mag_8.75,na,27.5,34,25,5.37,303,5,527.84,131.96,90
674,mag_9,na,27.5,34,25,6.46,303,5,741.31,185.33,90
675,mag_9.25,na,27.5,34,25,7.76,303,5,1041.12,260.28,90
676,mag_9.5,na,27.5,34,25,9.33,303,5,1462.18,365.54,90
677,mag_6.5,na,28,34,25,0.54,303,5,24.83,11.75,90
678,mag_6.75,na,28,34,25,0.76,303,5,34.87,14.13,90
679,mag_7,na,28,34,25,1.07,303,5,48.98,16.98,90
680,mag_7.25,na,28,34,25,1.5,303,5,68.79,20.42,90
681,mag_7.5,na,28,34,25,2.1,303,5,96.61,24.55,90
682,mag_7.75,na,28,34,25,2.57,303,5,135.68,33.92,90
683,mag_8,na,28,34,25,3.09,303,5,190.55,47.64,90
684,mag_8.25,na,28,34,25,3.72,303,5,267.61,66.9,90
685,mag_8.5,na,28,34,25,4.47,303,5,375.84,93.96,90
686,mag_8.75,na,28,34,25,5.37,303,5,527.84,131.96,90
687,mag_9,na,28,34,25,6.46,303,5,741.31,185.33,90
688,mag_9.25,na,28,34,25,7.76,303,5,1041.12,260.28,90
689,mag_9.5,na,28,34,25,9.33,303,5,1462.18,365.54,90
690,mag_6.5,na,24,34,29,0.54,305,5,24.83,11.75,105
691,mag_6.75,na,24,34,29,0.76,305,5,34.87,14.13,105
692,mag_7,na,24,34,29,1.07,305,5,48.98,16.98,105
693,mag_7.25,na,24,34,29,1.5,305,5,68.79,20.42,105
694,mag_7.5,na,24,34,29,2.1,305,5,96.61,24.55,105
695,mag_7.75,na,24,34,29,2.57,305,5,135.68,33.92,105
696,mag_8,na,24,34,29,3.09,305,5,190.55,47.64,105
697,mag_8.25,na,24,34,29,3.72,305,5,267.61,66.9,105
698,mag_8.5,na,24,34,29,4.47,305,5,375.84,93.96,105
699,mag_8.75,na,24,34,29,5.37,305,5,527.84,131.96,105
700,mag_9,na,24,34,29,6.46,305,5,741.31,185.33,105
701,mag_9.25,na,24,34,29,7.76,305,5,1041.12,260.28,105
702,mag_9.5,na,24,34,29,9.33,305,5,1462.18,365.54,105
703,mag_6.5,na,24.5,34.5,29,0.54,305,5,24.83,11.75,105
704,mag_6.75,na,24.5,34.5,29,0.76,305,5,34.87,14.13,105
705,mag_7,na,24.5,34.5,29,1.07,305,5,48.98,16.98,105
706,mag_7.25,na,24.5,34.5,29,1.5,305,5,68.79,20.42,105
707,mag_7.5,na,24.5,34.5,29,2.1,305,5,96.61,24.55,105
708,mag_7.75,na,24.5,34.5,29,2.57,305,5,135.68,33.92,105
709,mag_8,na,24.5,34.5,29,3.09,305,5,190.55,47.64,105
710,mag_8.25,na,24.5,34.5,29,3.72,305,5,267.61,66.9,105
711,mag_8.5,na,24.5,34.5,29,4.47,305,5,375.84,93.96,105
712,mag_8.75,na,24.5,34.5,29,5.37,305,5,527.84,131.96,105
713,mag_9,na,24.5,34.5,29,6.46,305,5,741.31,185.33,105
714,mag_9.25,na,24.5,34.5,29,7.76,305,5,1041.12,260.28,105
715,mag_9.5,na,24.5,34.5,29,9.33,305,5,1462.18,365.54,105
716,mag_6.5,na,25,34.5,47,0.54,291,5,24.83,11.75,99
717,mag_6.75,na,25,34.5,47,0.76,291,5,34.87,14.13,99
718,mag_7,na,25,34.5,47,1.07,291,5,48.98,16.98,99
719,mag_7.25,na,25,34.5,47,1.5,291,5,68.79,20.42,99
720,mag_7.5,na,25,34.5,47,2.1,291,5,96.61,24.55,99
721,mag_7.75,na,25,34.5,47,2.57,291,5,135.68,33.92,99
722,mag_8,na,25,34.5,47,3.09,291,5,190.55,47.64,99
723,mag_8.25,na,25,34.5,47,3.72,291,5,267.61,66.9,99
724,mag_8.5,na,25,34.5,47,4.47,291,5,375.84,93.96,99
725,mag_8.75,na,25,34.5,47,5.37,291,5,527.84,131.96,99
726,mag_9,na,25,34.5,47,6.46,291,5,741.31,185.33,99
727,mag_9.25,na,25,34.5,47,7.76,291,5,1041.12,260.28,99
728,mag_9.5,na,25,34.5,47,9.33,291,5,1462.18,365.54,99
729,mag_6.5,na,25.5,34.5,47,0.54,291,5,24.83,11.75,99
730,mag_6.75,na,25.5,34.5,47,0.76,291,5,34.87,14.13,99
731,mag_7,na,25.5,34.5,47,1.07,291,5,48.98,16.98,99
732,mag_7.25,na,25.5,34.5,47,1.5,291,5,68.79,20.42,99
733,mag_7.5,na,25.5,34.5,47,2.1,291,5,96.61,24.55,99
734,mag_7.75,na,25.5,34.5,47,2.57,291,5,135.68,33.92,99
735,mag_8,na,25.5,34.5,47,3.09,291,5,190.55,47.64,99
736,mag_8.25,na,25.5,34.5,47,3.72,291,5,267.61,66.9,99
737,mag_8.5,na,25.5,34.5,47,4.47,291,5,375.84,93.96,99
738,mag_8.75,na,25.5,34.5,47,5.37,291,5,527.84,131.96,99
739,mag_9,na,25.5,34.5,47,6.46,291,5,741.31,185.33,99
740,mag_9.25,na,25.5,34.5,47,7.76,291,5,1041.12,260.28,99
741,mag_9.5,na,25.5,34.5,47,9.33,291,5,1462.18,365.54,99
742,mag_6.5,na,26,34.5,47,0.54,291,5,24.83,11.75,99
743,mag_6.75,na,26,34.5,47,0.76,291,5,34.87,14.13,99
744,mag_7,na,26,34.5,47,1.07,291,5,48.98,16.98,99
745,mag_7.25,na,26,34.5,47,1.5,291,5,68.79,20.42,99
746,mag_7.5,na,26,34.5,47,2.1,291,5,96.61,24.55,99
747,mag_7.75,na,26,34.5,47,2.57,291,5,135.68,33.92,99
748,mag_8,na,26,34.5,47,3.09,291,5,190.55,47.64,99
749,mag_8.25,na,26,34.5,47,3.72,291,5,267.61,66.9,99
750,mag_8.5,na,26,34.5,47,4.47,291,5,375.84,93.96,99
751,mag_8.75,na,26,34.5,47,5.37,291,5,527.84,131.96,99
752,mag_9,na,26,34.5,47,6.46,291,5,741.31,185.33,99
753,mag_9.25,na,26,34.5,47,7.76,291,5,1041.12,260.28,99
754,mag_9.5,na,26,34.5,47,9.33,291,5,1462.18,365.54,99
755,mag_6.5,na,26.5,34.5,25,0.54,303,5,24.83,11.75,90
756,mag_6.75,na,26.5,34.5,25,0.76,303,5,34.87,14.13,90
757,mag_7,na,26.5,34.5,25,1.07,303,5,48.98,16.98,90
758,mag_7.25,na,26.5,34.5,25,1.5,303,5,68.79,20.42,90
759,mag_7.5,na,26.5,34.5,25,2.1,303,5,96.61,24.55,90
